B1,Who will win the National Championship,2.0,C,35
B2,Washington more than 345 yards total offense?,1.0,N,30
B3,JT Barret more than 50 yards NET rushing?,1.0,N,31
B4,Will SEC have more bowl victories than Big10?,1.0,Y,35
T1,Total points for BOTH semifinal games,0.0,None,1000
