B1,Who will win the National Championship?,2,Michigan,41
B2,Will more than 62 total points be scored in the Sugar Bowl (Texas vs. Washington)?,1,Yes,41
B3,Will Michael Penix pass for more than 309 yards against Texas?,1,Yes,41
B4,Will more than 44 total points be scored in the Rose Bowl (Michigan vs. Alabama)?,1,Yes,40
B5,Will Jalen Milroe have more than 234 yards of total offense against Michigan?,1,No,40
