B1,Who will score the first touchdown?,1,Georgia,1
B2,Will Brock Bowers score at least one touchdown?,1,Yes,1
B3,Will Max Duggan score at least one rushing touchdown?,1,Yes,1
B4,Which quarterback will have more total offense?,1,Stetson Bennett,1
B5,Will at least 63 points be scored in the final?,1,Yes,1
T1,How many points will Georgia score?,1,65,1
T2,How many points will TCU score?,1,7,1
